"ogc_fid","trip_count","wkb_geometry"
2065,6,"MULTIPOLYGON (((590501.9336682683 4516815.01405594, 590487.662327796 4516811.140541693, 590488.3622671876 4516808.631204004, 590461.1081169738 4516799.761357438, 590457.9843148284 4516808.7882516, 590485.2364950882 4516817.825916141, 590486.617183485 4516814.485105027, 590500.3777830558 4516819.086406325, 590501.9336682683 4516815.01405594)), ((590536.9329613593 4517155.658231435, 590552.432793424 4517146.931267037, 590551.1885040947 4517144.837043462, 590535.1146750327 4517154.446674759, 590535.5930606247 4517155.337679897, 590536.5753070711 4517154.89087493, 590536.9329613593 4517155.658231435)), ((590541.908806721 4517130.017165644, 590539.4206795503 4517126.0190689415, 590492.5229323189 4517152.755034698, 590503.5159195508 4517171.852515841, 590507.5658926431 4517169.598959896, 590499.1171140226 4517154.267537701, 590541.908806721 4517130.017165644)), ((590522.4221347691 4517202.825890019, 590554.4328517952 4517182.83167329, 590550.8874892346 4517176.992092613, 590525.9990817943 4517191.655947343, 590527.1159604248 4517194.543204906, 590523.9313609811 4517196.519085397, 590513.4837570931 4517180.014927543, 590509.1528337494 4517181.690245116, 590522.4221347691 4517202.825890019)), ((590345.1130757765 4516740.324163331, 590327.29268913 4516646.701836847, 590324.8533637733 4516648.723640769, 590312.1537608901 4516659.969087041, 590308.086531172 4516663.2290422255, 590302.6066867182 4516667.268583641, 590284.8640320277 4516679.873280871, 590117.9075524161 4516770.082064271, 589927.0857038492 4516872.679849997, 589965.5808160735 4516945.5197424805, 589970.277818683 4516954.23989598, 589996.5241980178 4517002.857932946, 590001.6882923815 4517012.423692234, 590010.0751803066 4517027.959409014, 590015.4192684506 4517037.858697765, 590020.5833610673 4517047.424569472, 590025.946300481 4517057.358817129, 590033.1324525976 4517070.670393288, 590037.9362805892 4517079.568944444, 590045.2277669774 4517093.075601407, 590049.6250118352 4517101.220969993, 590056.4703702973 4517113.901289067, 590060.7130276859 4517121.760400653, 590066.5372836818 4517132.549191137, 590071.710079356 4517142.131382929, 590078.6655421089 4517155.015784045, 590093.8538080228 4517183.170506449, 590110.0045903366 4517213.196897828, 590139.007269799 4517266.492072273, 590141.8066199103 4517271.6361575555, 590157.1454475258 4517299.824670535, 590172.4930796294 4517327.425400173, 590174.644121047 4517331.94433586, 590198.8204709338 4517374.137088466, 590203.9676322154 4517382.188143393, 590209.515796652 4517389.968242519, 590210.9144813697 4517391.814159058, 590216.4081634737 4517398.533022824, 590222.2849894129 4517404.919460972, 590228.6345685457 4517411.89968866, 590230.7821265446 4517414.04797798, 590236.0170364471 4517419.284625471, 590244.3713039439 4517426.282547575, 590258.2804385603 4517437.646861668, 590264.5840964253 4517424.378447004, 590266.3685606215 4517420.603859476, 590275.2700415449 4517401.88169124, 590283.5122559064 4517377.5054117, 590293.6141476871 4517348.733273993, 590298.5516334038 4517334.743823564, 590304.3825599895 4517318.593060097, 590305.8887877885 4517313.542382603, 590313.0793818361 4517292.484195017, 590315.1253124289 4517284.4713584, 590317.7168718426 4517273.0615792265, 590320.1882882733 4517259.478852499, 590326.1208512061 4517234.496319677, 590333.7417915578 4517230.757105679, 590340.8278424687 4517227.279825266, 590341.6691550924 4517214.9614844015, 590342.232012656 4517206.720556272, 590342.7239786055 4517199.525810157, 590343.5256558545 4517193.055467107, 590344.2792325412 4517186.153202405, 590345.5864852171 4517174.181286247, 590348.742039606 4517141.716729671, 590350.2669436494 4517126.355642914, 590353.7413955549 4517091.355344864, 590352.7696654552 4517047.2633974515, 590351.4403786894 4516986.561137994, 590350.0275100854 4516914.07474478, 590346.5567558624 4516747.909286502, 590345.1130757765 4516740.324163331)))"
1053,6,"MULTIPOLYGON (((588932.5860353351 4520243.305117575, 588895.4160459908 4520173.634645294, 588857.8428627817 4520104.06295804, 588820.0079198186 4520034.304349156, 588782.4060818057 4519964.442359389, 588549.748040217 4520090.016563604, 588541.4361468867 4520094.467600609, 588532.8815856861 4520099.249854242, 588429.5723885045 4520155.258225745, 588384.0600141669 4520100.536993175, 588371.7386991547 4520085.7226939155, 588368.1283183676 4520087.582034767, 588363.8316834815 4520089.907452044, 588317.7824552499 4520112.304970661, 588313.3034677942 4520113.918583886, 588308.7068572645 4520115.158038383, 588304.0238212782 4520116.014921871, 588299.2861063066 4520116.4834173415, 588294.5259053579 4520116.5603432525, 588289.7755263449 4520116.245177511, 588240.4080475438 4520110.978744855, 588233.3245469899 4520110.909925497, 588228.2413040724 4520114.7130178325, 588161.9992735193 4520190.399500719, 588168.6415310261 4520202.830002843, 588175.9443613768 4520216.091355733, 588180.544809767 4520224.020987152, 588184.4396843215 4520229.996012073, 588187.1804476829 4520233.641503914, 588193.444966118 4520241.346216105, 588195.802274907 4520244.515358902, 588196.7680109824 4520245.92100342, 588199.6585949982 4520250.456000682, 588202.3085945921 4520255.133121608, 588232.2192042742 4520312.375155944, 588282.7676138654 4520423.169133911, 588347.8227777894 4520555.723766575, 588370.8149531638 4520544.0088375965, 588425.2316298814 4520515.166571585, 588427.2279989289 4520514.108480884, 588429.3193157488 4520512.999972564, 588432.6924275456 4520511.210817178, 588446.790662866 4520503.645732814, 588450.6656012224 4520501.563117523, 588457.2710428751 4520498.33072591, 588489.026202563 4520481.366405327, 588537.5463947994 4520454.488385848, 588559.8793978845 4520443.531653569, 588682.8948042507 4520377.908211639, 588691.3195874839 4520373.466445578, 588700.2594635645 4520368.652565786, 588932.5860353351 4520243.305117575)))"
982,6,"MULTIPOLYGON (((589567.330023843 4521998.2192715295, 589598.9542580926 4521981.167829062, 589685.4780982038 4521934.515117327, 589725.9787633165 4521913.383732458, 589808.873831335 4521870.1328336, 589770.1974663115 4521797.987856046, 589735.0250165929 4521731.039775677, 589695.9075969013 4521658.993757351, 589661.070972617 4521593.454092674, 589536.5995349049 4521659.391192806, 589448.5569301458 4521706.833160174, 589417.4440073705 4521723.627421801, 589190.0855972096 4521846.34106715, 589195.39379256 4521864.782360786, 589195.395664555 4521864.789449867, 589195.3985911335 4521864.795397836, 589202.4202381872 4521882.733464361, 589202.4240978342 4521882.742398857, 589202.4279663967 4521882.750552285, 589211.09245403 4521899.964556808, 589221.2762824066 4521916.23789643, 589261.972197052 4521984.775726971, 589271.2326195826 4522001.546641694, 589271.2423449922 4522001.564738185, 589271.2511370806 4522001.584758341, 589279.1093064859 4522019.103499662, 589279.1180970875 4522019.123649999, 589279.1257807106 4522019.14464326, 589285.5103573905 4522037.275347549, 589290.3632875236 4522055.829499559, 589312.7220818899 4522131.855127838, 589406.7496186015 4522081.968542766, 589442.8414629146 4522062.819937858, 589453.8321884084 4522056.988792121, 589464.3718314834 4522052.348186639, 589567.330023843 4521998.2192715295)))"
921,6,"MULTIPOLYGON (((589754.7089279381 4518801.658665132, 589735.0709044036 4518764.016915471, 589730.3679771407 4518755.002493268, 589723.3794473115 4518741.607091588, 589715.6345117373 4518725.887844093, 589677.7450522529 4518658.173467736, 589645.313013056 4518598.327394473, 589640.169175633 4518588.816832648, 589601.1780622451 4518512.77195514, 589558.3650976842 4518437.339617736, 589552.5168051275 4518426.386723715, 589544.0355550253 4518410.502817353, 589537.5809224014 4518398.542702296, 589516.9510092803 4518360.316240902, 589508.1715664816 4518344.048264648, 589485.5991569695 4518302.222419085, 589217.0145904173 4518445.057625282, 589211.2177659165 4518448.140755116, 589248.0078917885 4518516.793742928, 589273.6823550193 4518564.254621745, 589285.6188060214 4518586.319650022, 589326.2155238267 4518661.057660605, 589366.3669109081 4518735.748495739, 589404.2886077728 4518805.985873166, 589441.5968237404 4518875.673537642, 589479.9919868113 4518946.734242852, 589484.9075887399 4518944.138314165, 589617.1281440272 4518874.313942798, 589754.7089279381 4518801.658665132)))"
994,6,"MULTIPOLYGON (((587912.0796703039 4512475.620635665, 587907.7480494288 4512469.986878529, 587888.2405104412 4512444.808236185, 587864.0193971726 4512407.680849284, 587855.4556998309 4512399.328290297, 587854.7589335503 4512398.357528081, 587815.3066792018 4512331.723675158, 587814.8395084543 4512326.307653013, 587783.8240690305 4512271.975902872, 587756.9440549901 4512221.037623083, 587732.7651253548 4512182.308181823, 587721.0423538571 4512169.026792024, 587721.0314738994 4512169.013685844, 587701.8141906132 4512147.239749988, 587651.6525820566 4512095.775243183, 587647.6577146564 4512101.729343952, 587643.7520337728 4512106.166714659, 587639.3641705189 4512110.280843273, 587625.4469221126 4512119.544944986, 587611.5295986378 4512128.809119657, 587514.5619773938 4512180.462567835, 587422.448523215 4512229.530226914, 587459.9977235621 4512299.534648037, 587497.9813547614 4512369.842826999, 587538.1774787104 4512444.889234777, 587578.8003837878 4512519.939478387, 587617.3846553885 4512591.318356405, 587808.0500756575 4512487.394088366, 587866.2378929816 4512457.077462876, 587874.9391815942 4512451.781947937, 587889.6122422763 4512480.105652972, 587892.7195348593 4512485.863557334, 587902.2373229781 4512480.827951749, 587912.0796703039 4512475.620635665)))"
957,5,"MULTIPOLYGON (((590383.969318223 4522935.28707413, 590260.8743280771 4523001.682109159, 590142.7053221386 4523065.260954764, 590180.2894025799 4523135.067139749, 590216.4293379495 4523201.947509688, 590255.6448154226 4523274.485795301, 590292.9905027228 4523344.243278624, 590318.0785697836 4523391.717964371, 590330.0109834039 4523414.297996529, 590332.328355798 4523454.310321444, 590350.7876244904 4523468.798831709, 590368.2119100094 4523484.713193865, 590384.4425023561 4523501.934680523, 590399.335985606 4523520.324540047, 590412.7724005536 4523539.722583205, 590424.6595743715 4523559.9556767335, 590443.2646330534 4523493.4734153515, 590449.147958352 4523501.064812517, 590454.7328565449 4523508.878373932, 590460.0109471568 4523516.902374901, 590464.9742839629 4523525.124760671, 590469.6154458382 4523533.53320633, 590473.9274684374 4523542.115094518, 590478.710165743 4523548.1153655965, 590484.0581099372 4523553.617814206, 590489.9197693279 4523558.56941985, 590496.2386621693 4523562.922469831, 590502.9539008961 4523566.635019008, 590510.0007788341 4523569.671293979, 590517.3113936938 4523572.002037767, 590524.8152966707 4523573.604781265, 590532.4401858005 4523574.4640916735, 590540.1125891702 4523574.571688811, 590547.7585770263 4523573.926535854, 590555.3044741389 4523572.534849328, 590562.6775697276 4523570.410039211, 590569.8068180871 4523567.572579725, 590576.5865282499 4523563.767055462, 590582.9834650817 4523559.3482676465, 590588.9423219847 4523554.354420161, 590594.4115793549 4523548.828705903, 590599.3439532581 4523542.8188820025, 590603.6967993956 4523536.3769081235, 590630.1255772974 4523471.730785848, 590632.6318970432 4523462.925711728, 590634.481828125 4523453.959735772, 590635.6652891643 4523444.881718899, 590636.1758307754 4523435.741132593, 590636.0106582454 4523426.587774529, 590635.1706830378 4523417.471542451, 590633.6604826804 4523408.442116109, 590631.4882871562 4523399.548702191, 590624.5860465918 4523383.600724057, 590617.1779257644 4523367.881351687, 590609.2714848407 4523352.406627016, 590600.8747808484 4523337.192313533, 590591.9963988704 4523322.253963737, 590582.645399304 4523307.606822168, 590457.8452261733 4523072.683378313, 590421.5786303314 4523005.4265194, 590383.969318223 4522935.28707413)))"
150,5,"MULTIPOLYGON (((590383.969318223 4522935.28707413, 590364.9175006094 4522899.873813542, 590346.4229368393 4522865.49637046, 590304.4623872048 4522789.594535155, 590259.7540271045 4522715.566038356, 590224.205287257 4522647.517646383, 590192.8956582048 4522580.51449168, 590155.5363901716 4522511.669785758, 590142.813610867 4522487.478974669, 590121.1155960932 4522447.018460555, 590098.2597071626 4522404.734259136, 590079.1228230341 4522369.819649217, 589955.5362048942 4522436.025176644, 589837.6021617516 4522499.88380717, 589879.5414121822 4522577.566861752, 589914.3032674076 4522641.680018203, 589951.2400939141 4522710.037056926, 589986.5122627415 4522775.860702306, 590022.6379017069 4522842.940886356, 590063.8321364715 4522919.408647472, 590105.0355273276 4522995.692710523, 590142.7053221386 4523065.260954764, 590260.8743280771 4523001.682109159, 590383.969318223 4522935.28707413)))"
983,4,"MULTIPOLYGON (((589837.6021617516 4522499.88380717, 589800.2039892245 4522429.723879921, 589793.4906641004 4522417.632018219, 589785.0588569515 4522402.45318418, 589781.3807552733 4522395.625827828, 589776.1123380527 4522386.2247767765, 589768.6725003722 4522372.870845758, 589760.7505740665 4522358.13988315, 589723.645659537 4522287.595458707, 589686.0051646208 4522218.079664272, 589645.4046051495 4522143.1063223705, 589606.4481102425 4522070.988130525, 589589.1107283708 4522038.7364932485, 589567.330023843 4521998.2192715295, 589464.3718314834 4522052.348186639, 589453.8321884084 4522056.988792121, 589442.8414629146 4522062.819937858, 589406.7496186015 4522081.968542766, 589312.7220818899 4522131.855127838, 589335.1074057956 4522207.5581837585, 589349.7238662599 4522259.943045325, 589372.5718655053 4522336.977020287, 589393.2342656096 4522407.022734297, 589518.9945775194 4522377.387790456, 589523.9388673237 4522394.424221011, 589548.537026464 4522470.449581921, 589557.3045401559 4522481.520077054, 589563.9578312981 4522490.211136859, 589572.1171013163 4522499.127255707, 589580.6238885251 4522510.272854975, 589590.7981493779 4522521.425439697, 589598.5969244868 4522531.707093149, 589654.5118255728 4522599.24503075, 589733.082833961 4522556.143164002, 589837.6021617516 4522499.88380717)))"
2272,4,"MULTIPOLYGON (((589839.5554676149 4520215.2170283655, 589839.8840779129 4520212.857165335, 589840.782190897 4520206.393977772, 589841.7776136275 4520199.660370008, 589840.3310108423 4520199.162326797, 589841.006931916 4520193.167332387, 589842.0530052154 4520183.885850054, 589842.5123066762 4520179.810264156, 589851.1912624557 4520103.748294432, 589846.2284803145 4520103.043867707, 589848.0637607741 4520081.428714948, 589851.5896842345 4520039.908727777, 589857.6200446368 4519968.897794267, 589858.5351080697 4519968.169380497, 589861.9174263162 4519902.889090122, 589865.2714542047 4519838.1622322425, 589865.611924129 4519821.196780903, 589867.4487029627 4519814.842470354, 589870.0443744081 4519784.667404544, 589872.908955045 4519743.8629885735, 589878.3006501666 4519663.938708937, 589880.0008694985 4519658.458213838, 589880.0571622064 4519657.524856896, 589881.3920211921 4519633.119607234, 589882.6511044074 4519616.1033340935, 589883.132078996 4519602.461890763, 589884.8495051572 4519566.608750707, 589885.1402566286 4519559.805927763, 589885.3089765251 4519555.846042141, 589886.071737947 4519543.843563554, 589887.3136935878 4519522.712546772, 589887.863547032 4519512.8960840665, 589887.6412060367 4519510.3911648365, 589888.4382122367 4519495.385704839, 589891.1120330368 4519452.938022443, 589891.0414203986 4519448.182333324, 589892.1627345628 4519428.063785653, 589893.1033942208 4519413.004929351, 589895.5857159109 4519366.518909364, 589895.9364541138 4519359.90129402, 589897.8888413573 4519322.367749121, 589897.6207643128 4519318.824394772, 589899.1428880817 4519292.3678288385, 589911.1586629789 4519291.422467017, 589911.2678098592 4519277.7581998315, 589911.4745802915 4519266.040622649, 589887.1900020504 4519272.344502491, 589870.5746990417 4519280.950295506, 589863.1333588143 4519285.069457811, 589856.7820942075 4519288.291181503, 589720.1565975365 4519362.184021487, 589708.0580760092 4519368.727426797, 589747.86903395 4519443.309495867, 589785.6679649103 4519513.147068275, 589700.3316005652 4519559.286115272, 589593.1064274514 4519617.259894297, 589583.2852810676 4519622.580002368, 589551.5098709625 4519639.797980854, 589544.2777928077 4519643.716622837, 589581.8916454418 4519714.462485714, 589618.999739513 4519783.448010299, 589654.9188498363 4519853.595749567, 589650.1601275398 4519856.37891304, 589437.303724795 4519971.557769888, 589415.9544895795 4519982.968435648, 589439.143980101 4520026.221999918, 589443.2258588518 4520033.835627821, 589453.3320868069 4520052.685883411, 589491.0796829157 4520122.568597537, 589528.6100652931 4520192.477785225, 589566.0466611433 4520262.097030898, 589608.5220213465 4520336.164703029, 589784.8991520061 4520241.952779126, 589794.4445959253 4520235.415115134, 589806.3664239543 4520227.249830523, 589814.4901710018 4520220.35092546, 589815.018211372 4520213.1236236, 589823.6137108741 4520214.30698055, 589828.6167955806 4520214.555200689, 589839.5554676149 4520215.2170283655)))"
144,4,"MULTIPOLYGON (((589608.5220213465 4520336.164703029, 589566.0466611433 4520262.097030898, 589528.6100652931 4520192.477785225, 589491.0796829157 4520122.568597537, 589453.3320868069 4520052.685883411, 589443.2258588518 4520033.835627821, 589439.143980101 4520026.221999918, 589415.9544895795 4519982.968435648, 589331.6977664838 4520027.582374166, 589369.2417015011 4520097.436704721, 589406.3580643169 4520166.486381612, 589442.6567514867 4520237.957083977, 589466.0567180917 4520314.845511562, 589492.0343556284 4520398.711523387, 589608.5220213465 4520336.164703029)))"
1010,4,"MULTIPOLYGON (((589927.0857038492 4516872.679849997, 589888.6138856179 4516803.093915977, 589850.9447245543 4516732.774572625, 589809.8192191762 4516657.316170563, 589768.4525869102 4516579.800968927, 589684.8680293751 4516624.363072829, 589669.1885772768 4516632.7223072, 589641.6539027113 4516647.4020694215, 589625.4967629614 4516656.01609525, 589606.2795033883 4516666.261492171, 589598.120909658 4516670.610993208, 589583.3102663097 4516678.507134712, 589576.0769930579 4516682.363408508, 589566.9438627344 4516687.232506137, 589491.0117547692 4516728.946133667, 589476.8756902318 4516736.711734646, 589446.1673464994 4516753.581396395, 589430.634300384 4516762.114594448, 589405.2440814781 4516776.062811581, 589398.1346400804 4516779.96833161, 589377.2601526168 4516791.435684837, 589418.2276088422 4516868.060261618, 589430.6452996832 4516890.879279973, 589459.5322193792 4516943.962769646, 589498.4441317675 4517014.419114672, 589536.916405255 4517085.488808766, 589725.701322794 4516981.593354072, 589759.0025603932 4516963.57719824, 589762.5868417048 4516961.638054847, 589833.6875772169 4516923.171895107, 589865.8543146721 4516905.769493874, 589927.0857038492 4516872.679849997)))"
