"ogc_fid","trip_count","wkb_geometry"
968,27,"MULTIPOLYGON (((586595.9199176662 4509881.161315036, 586597.2504069826 4509872.011673412, 586598.5806894404 4509865.812942826, 586600.4348789448 4509856.274146928, 586601.903771581 4509849.463820159, 586604.0135768577 4509839.68257638, 586607.1447569268 4509824.327546737, 586611.0945414494 4509805.159280794, 586612.53199344 4509798.101395181, 586616.4150272122 4509780.27031302, 586618.9787149606 4509768.652705071, 586620.2397308277 4509761.86792754, 586621.8639370934 4509753.477404938, 586625.9009763784 4509734.603886112, 586630.0012645866 4509714.393459302, 586633.436101094 4509698.093519375, 586636.0583777155 4509685.987310431, 586639.0450881576 4509671.210832758, 586640.4053371783 4509669.219817966, 586641.1209223572 4509665.119019308, 586643.5307142598 4509663.330840732, 586644.0368302685 4509660.852156883, 586644.9193305243 4509658.8557007415, 586647.0184508654 4509659.070546898, 586647.3303105589 4509656.87665316, 586648.2009005991 4509655.930817113, 586648.8914499724 4509654.028164649, 586647.1959812574 4509651.9063569, 586647.9028023056 4509648.570141472, 586649.2359631337 4509648.967276414, 586648.5509190852 4509650.393092239, 586650.0630155993 4509651.844062484, 586651.8740568246 4509652.246510036, 586654.0983599144 4509649.883515459, 586652.4945942184 4509648.144628732, 586654.1331877878 4509646.8256074125, 586655.7412812447 4509648.277596615, 586657.7518890542 4509647.917578182, 586658.885371771 4509649.077177831, 586660.5174648383 4509648.42688726, 586662.0393157798 4509649.018151127, 586663.2022953938 4509647.597704279, 586661.686856061 4509646.433698555, 586661.9049677718 4509644.047854517, 586659.9041633776 4509643.547125581, 586659.0575716465 4509642.390793472, 586658.1225644504 4509640.564519368, 586656.4075564581 4509640.16316562, 586654.7068276278 4509638.423174574, 586652.4179825005 4509638.015229366, 586651.2996637844 4509635.614034015, 586649.4788889135 4509636.071107151, 586646.8137663978 4509635.08500136, 586647.1856204058 4509631.839993618, 586655.9334876363 4509590.060122967, 586664.3010918765 4509548.167636518, 586637.1092528116 4509561.86419323, 586630.3412526378 4509565.4809461115, 586623.2189164363 4509568.938081839, 586616.1945087084 4509572.718190065, 586606.2658316054 4509576.585091691, 586601.8813896553 4509578.742663424, 586595.0655941336 4509582.024292333, 586581.7414696872 4509589.514682484, 586516.1856915342 4509623.621674695, 586455.7256586741 4509656.180589038, 586377.1980867753 4509698.469118599, 586317.4340759894 4509730.652649352, 586261.3189770908 4509760.023312336, 586228.7147027866 4509780.428501508, 586176.0760765905 4509808.069679017, 586158.7306558056 4509818.657440269, 586148.4718042319 4509824.919089112, 586144.7646879449 4509836.496971651, 586166.3600386088 4509874.996256323, 586171.7256852773 4509884.561945565, 586181.2262850048 4509902.567584407, 586217.5078663125 4509970.825436833, 586245.1044766124 4510028.118105071, 586247.6657147788 4510051.50444929, 586264.9992012854 4510033.255521684, 586293.9044417709 4510017.271304412, 586368.1673332669 4509976.206620692, 586432.8231132375 4509940.453907089, 586472.997516214 4509919.2976102345, 586529.9711351328 4509891.103781652, 586542.4042131134 4509886.404609123, 586552.005142327 4509886.415667372, 586557.6438885338 4509887.200756163, 586563.2815576837 4509887.985702503, 586569.7421433222 4509892.892206599, 586576.2851014549 4509889.983752692, 586595.9199176662 4509881.161315036)))"
10,27,"MULTIPOLYGON (((586702.6474084473 4509006.581293484, 586661.1381670772 4508930.966198692, 586622.3190590749 4508859.187182273, 586611.3348428054 4508838.755613951, 586608.1947086531 4508832.914615161, 586603.5895668012 4508824.348887859, 586592.9509609313 4508804.560563405, 586588.2312937335 4508795.781800564, 586584.2214342055 4508788.32339798, 586567.0848418414 4508756.447632893, 586559.2085763682 4508741.797090708, 586548.3529607563 4508721.6048008045, 586523.961289837 4508675.975206421, 586517.4598414503 4508663.812810295, 586512.8872253565 4508655.258728104, 586454.3539557913 4508686.800398196, 586386.7208629925 4508723.245659668, 586310.273299385 4508764.440688151, 586110.0264677315 4508872.258792282, 586123.5280334515 4508897.302470728, 586145.2879308906 4508937.6646136055, 586181.4472785856 4509004.909350299, 586220.3577926989 4509076.201360037, 586258.6127257018 4509147.7379341535, 586298.3582603354 4509218.921487058, 586300.6961844517 4509224.496831176, 586342.2191318257 4509202.019667991, 586396.1119031482 4509172.846464327, 586456.286799283 4509140.702321772, 586488.8881937078 4509125.2941564545, 586501.175381883 4509119.083132887, 586702.6474084473 4509006.581293484)))"
137,27,"MULTIPOLYGON (((588984.7758284549 4518028.5666141445, 588944.484981116 4517953.300457464, 588903.5734791625 4517877.924232494, 588865.5823897829 4517807.628138521, 588827.4507887285 4517737.20051986, 588822.996299041 4517739.610163287, 588594.3506696873 4517863.282605915, 588586.3209868444 4517867.62599461, 588579.1465937218 4517871.491189012, 588344.7335099966 4517997.78011862, 588360.8462082868 4518027.387608073, 588362.2444453367 4518029.956818781, 588382.6947275052 4518067.5348547045, 588420.7832809417 4518137.696108755, 588461.9050385705 4518213.999471053, 588501.9833138804 4518288.873219422, 588736.0458519174 4518162.219580106, 588743.1908303519 4518158.33119464, 588751.6018906601 4518153.834996336, 588979.051082423 4518031.641548931, 588984.7758284549 4518028.5666141445)))"
92,27,"MULTIPOLYGON (((586095.3206117722 4514404.462272638, 586057.0281541175 4514333.9455327215, 586019.8068371636 4514263.712115773, 585982.2840087643 4514193.975924016, 585944.3787704335 4514124.101620322, 585898.41419903 4514148.715614188, 585888.8099154048 4514153.857920182, 585879.2915706408 4514158.991106281, 585749.8280098389 4514229.729177368, 585703.2129695129 4514255.199382745, 585739.5890254467 4514324.587387869, 585778.9108256465 4514393.498198484, 585803.5113056294 4514440.650154424, 585806.2837031628 4514445.9640854895, 585816.0218052757 4514464.629285798, 585854.3624843492 4514533.9258031575, 585885.9092541827 4514516.530672202, 585895.2024475919 4514511.406885275, 585905.0544124199 4514506.113520714, 585977.2563290392 4514467.318989553, 585980.5334573864 4514465.558095091, 585990.0458266756 4514460.447089871, 585995.3880047101 4514457.549692503, 586095.3206117722 4514404.462272638)))"
126,26,"MULTIPOLYGON (((587620.8701332238 4518387.996025912, 587583.0368260191 4518318.164751499, 587542.9121571148 4518243.071572761, 587507.3888145781 4518177.0539102005, 587469.7949002488 4518107.186344018, 587390.770251721 4517960.322483416, 587369.4230954982 4517921.212423709, 587350.2028273081 4517885.999122484, 587335.9614470741 4517859.412328303, 587312.4195673591 4517815.462758845, 587304.6932851496 4517819.58860048, 587276.0964110596 4517834.858779276, 587258.0240308295 4517844.509066689, 587234.9071885913 4517856.852979991, 587160.107570822 4517896.79436413, 587138.4636962868 4517908.307920085, 587132.935645388 4517911.030251667, 587128.7460994839 4517913.09398574, 587125.7214621906 4517914.875058236, 587027.7045833328 4517964.093537942, 586985.870398712 4517985.237853291, 586978.6277520704 4517988.168686974, 586970.7211330589 4517992.904600401, 586959.1478297061 4517998.986722469, 586952.2605145149 4518002.606094738, 586966.6958174495 4518025.048963845, 586971.9861862584 4518038.567894447, 586987.6970876737 4518062.212779226, 586996.424584589 4518074.483802902, 586997.449641474 4518082.513568716, 587004.0312662558 4518101.865210732, 587007.2013130827 4518110.267751804, 587022.4717493264 4518140.271146633, 587029.6034118871 4518151.812420711, 587032.6390206498 4518156.395117309, 587031.3148838095 4518160.559909863, 587045.4218420474 4518189.094838294, 587051.828174829 4518200.445307413, 587051.9524433953 4518205.174460805, 587059.057562381 4518218.897355648, 587065.1477492079 4518226.425907034, 587066.5287025346 4518232.441764152, 587069.5344100168 4518239.387960661, 587073.4874289669 4518243.254231917, 587073.425292884 4518248.344016895, 587079.6863453584 4518264.238517886, 587091.3476716656 4518292.01590876, 587113.7577613278 4518332.83304984, 587121.1224043953 4518347.650437572, 587124.3576560883 4518350.780402414, 587130.8904956385 4518366.678137421, 587134.2312314495 4518375.9913287405, 587145.129538906 4518399.213719282, 587154.7134736181 4518418.421182918, 587163.261591959 4518433.071123502, 587174.6412005939 4518454.117513115, 587184.0521994197 4518472.596170008, 587193.902322741 4518492.35146143, 587198.2002877945 4518497.676255156, 587216.6495770965 4518535.355544095, 587224.1116671284 4518549.627495529, 587235.1520186691 4518568.670685784, 587249.0507449704 4518596.406513907, 587249.0858489188 4518596.475973054, 587260.8323971101 4518617.926531928, 587269.1628807358 4518612.866479229, 587281.4119575447 4518605.006241664, 587290.5577592202 4518599.137108496, 587301.7955756229 4518593.225591532, 587320.5270750042 4518578.778799624, 587391.6287788226 4518527.02640208, 587426.022785269 4518500.153057494, 587459.1841581078 4518474.24266086, 587498.9916295927 4518453.384491253, 587536.4338426965 4518433.76578935, 587612.1642153492 4518393.428381136, 587620.8701332238 4518387.996025912)))"
19,26,"MULTIPOLYGON (((585915.7454161575 4509432.86333505, 585873.3040861135 4509355.2216263525, 585834.7463848208 4509282.888794331, 585796.6015626995 4509211.610538529, 585760.7004209897 4509144.443799942, 585725.483711591 4509078.355614814, 585522.1792314461 4509188.065071133, 585558.7594493811 4509254.070827616, 585594.5627415361 4509321.404404719, 585633.0876220978 4509392.839038919, 585645.9524081337 4509416.731284968, 585671.509419534 4509464.195418815, 585712.7076681021 4509541.483742507, 585830.4043561184 4509478.514056104, 585838.3990423564 4509474.260741902, 585859.7968474571 4509462.638917356, 585881.0631216597 4509451.413818116, 585915.7454161575 4509432.86333505)))"
96,26,"MULTIPOLYGON (((585854.3624843492 4514533.9258031575, 585816.0218052757 4514464.629285798, 585806.2837031628 4514445.9640854895, 585803.5113056294 4514440.650154424, 585778.9108256465 4514393.498198484, 585739.5890254467 4514324.587387869, 585703.2129695129 4514255.199382745, 585599.6386258301 4514311.866895968, 585462.9851258984 4514386.632472121, 585490.7677369821 4514438.166886701, 585501.7802762347 4514458.594209735, 585520.6586034383 4514493.612194952, 585525.5234039742 4514502.742979077, 585543.1504420354 4514535.827408851, 585575.0410020398 4514594.638264775, 585611.0702582449 4514661.317930851, 585803.6658032832 4514560.471594723, 585854.3624843492 4514533.9258031575)))"
2094,25,"MULTIPOLYGON (((588454.4502228163 4515736.262295177, 588435.637917466 4515700.907461887, 588417.0881120464 4515665.342849905, 588397.7577604934 4515629.655198021, 588376.3356754673 4515590.105700657, 588367.0003624166 4515595.150102749, 588302.8686329648 4515629.640261486, 588277.6454518813 4515643.218884689, 588239.3144618593 4515663.853785545, 588102.3474698111 4515738.424116871, 588143.2272441548 4515813.355953089, 588157.9450273903 4515839.912385616, 588181.6476693007 4515882.680656014, 588318.1366802033 4515809.721430486, 588354.0806665899 4515790.343928847, 588443.6874078405 4515742.036748801, 588454.4502228163 4515736.262295177)))"
101,25,"MULTIPOLYGON (((588727.1366350411 4515584.48977915, 588708.7810477728 4515551.159214443, 588705.6965106608 4515545.558103204, 588691.4999484111 4515519.7784941755, 588649.8025646679 4515442.888903532, 588564.3285947903 4515488.942210045, 588514.2101009322 4515515.9020941, 588482.905626666 4515532.702465665, 588403.6842092113 4515575.218727684, 588383.7397953536 4515585.958655953, 588376.3356754673 4515590.105700657, 588397.7577604934 4515629.655198021, 588417.0881120464 4515665.342849905, 588435.637917466 4515700.907461887, 588454.4502228163 4515736.262295177, 588467.3043125793 4515729.43737801, 588497.5453244036 4515713.1349585885, 588503.0976695662 4515710.141581598, 588592.4253237088 4515661.983309161, 588686.8206566515 4515607.681859909, 588701.8823942355 4515599.017536052, 588727.1366350411 4515584.48977915)))"
1002,25,"MULTIPOLYGON (((588186.3280949569 4514583.669303962, 588148.1737444362 4514512.662972334, 588110.0192618344 4514442.013551345, 588071.5688972997 4514371.006790505, 588051.0113029518 4514332.851375064, 588033.3712518259 4514300.110984255, 587992.3637609315 4514223.82146664, 587951.0954299434 4514147.42896392, 587912.9818500293 4514076.525079039, 587776.9398125627 4514150.121640854, 587648.5804315925 4514219.210771929, 587639.4165611662 4514224.126169826, 587678.0240946022 4514294.67364647, 587719.1422083817 4514371.253396178, 587760.3728370382 4514447.172573209, 587786.5223356924 4514495.788259289, 587798.6601701824 4514518.354353321, 587836.4478626163 4514589.337502474, 587874.6710025888 4514660.187585034, 587912.8864277083 4514731.103656375, 587922.049403251 4514726.088302331, 588050.3076079873 4514657.119126494, 588186.3280949569 4514583.669303962)))"
1040,24,"MULTIPOLYGON (((589240.2496869672 4514585.5899232505, 589254.0507063502 4514577.372798023, 589255.2587817514 4514579.105546861, 589251.8111565508 4514590.730507226, 589248.1352430069 4514590.074624816, 589239.9589736891 4514623.378036308, 589242.223773788 4514623.956381112, 589242.5439527117 4514622.7936551, 589245.4840779067 4514623.3796425, 589248.0537747378 4514624.145651102, 589247.7942656877 4514625.3704461735, 589250.0604654168 4514625.826014876, 589258.4181554177 4514592.770292099, 589254.6864140473 4514591.622679354, 589258.6516030437 4514577.67079259, 589257.3849562602 4514575.691884906, 589268.9405835294 4514569.070550273, 589263.5322777927 4514558.818011902, 589252.9651018708 4514564.89806871, 589254.2862130445 4514567.491576176, 589242.3650911442 4514573.734527796, 589240.2496869672 4514585.5899232505)), ((589607.8773945549 4514969.964475907, 589620.225554736 4514961.282214522, 589629.1996312048 4514964.86179768, 589628.4453617976 4514992.617754778, 589641.4066476326 4514989.430245237, 589641.0711455019 4514965.976906291, 589646.1211422352 4514930.269717246, 589629.9203949801 4514917.867855001, 589592.4993159713 4514906.442813723, 589579.1209769627 4514906.653244956, 589560.8099607017 4514914.927498314, 589508.8457386035 4514847.06678024, 589502.0517876216 4514845.275707439, 589484.4233224188 4514823.9255727315, 589479.8321302303 4514829.294017409, 589492.2920836109 4514855.616007959, 589487.0692370646 4514862.379857053, 589496.8974896282 4514874.165188255, 589502.8301922431 4514871.178510695, 589510.120659636 4514878.183011525, 589550.7891011795 4514933.8788725175, 589541.2625481316 4514943.589940033, 589541.9604607695 4514961.82873833, 589548.705895374 4514993.044332288, 589585.680475009 4515028.820681702, 589604.0712461036 4515035.299923714, 589613.9110764934 4515021.085404233, 589607.3131258702 4514995.078213652, 589605.9653833081 4514982.726717202, 589607.8773945549 4514969.964475907)), ((589240.2496869672 4514585.5899232505, 589232.3897295987 4514586.916413055, 589222.4535456089 4514588.593302498, 589216.359909871 4514589.82437033, 589209.3420110913 4514591.009172904, 589201.6931117306 4514594.666133005, 589163.1967312328 4514524.741817197, 589151.8094783616 4514531.332819387, 589059.9151843576 4514581.1115460815, 588964.7509998041 4514632.6207194775, 588911.166039249 4514661.393349966, 588896.287290914 4514669.382559162, 588882.730048068 4514676.654395749, 588773.3975186741 4514735.297770881, 588811.3320712809 4514805.770870063, 588849.2249878363 4514875.862595233, 588887.0883934036 4514945.998913411, 588896.4148184214 4514963.134191331, 588900.8084019036 4514971.206342588, 588910.5613916949 4514989.125382385, 588919.5723237039 4515005.6809362285, 588925.044317544 4515015.734425513, 588945.6806488434 4515053.973479735, 588957.4934550725 4515075.862424726, 588963.1101296379 4515086.270076139, 588988.2212990705 4515132.677539008, 588997.7398429835 4515150.268575769, 589000.8166650898 4515155.954802333, 589041.2957810619 4515231.585776266, 589047.746986405 4515228.366111131, 589098.0603442169 4515200.825315021, 589106.5460343207 4515195.505296426, 589111.7603061949 4515192.48240618, 589116.9186487459 4515189.365026553, 589123.0775738662 4515186.091010331, 589130.5240349286 4515173.711730838, 589132.7436718445 4515167.02573062, 589114.6326622762 4515042.003288364, 589115.8160382335 4515013.260413857, 589129.845396453 4514942.0173895685, 589140.1123140859 4514889.880185469, 589154.2869221568 4514846.101174454, 589236.1589352927 4514876.982003366, 589237.2208150901 4514877.194832155, 589238.3029493395 4514877.238078761, 589239.378426547 4514877.11066768, 589240.4205007714 4514876.815767492, 589241.4032567701 4514876.360712034, 589242.3022544723 4514875.756818046, 589243.0951367915 4514875.019103699, 589243.7621856101 4514874.165915149, 589244.2868121532 4514873.218470258, 589244.6559695327 4514872.200330943, 589265.9388996945 4514815.173822944, 589266.3185944438 4514814.270821228, 589266.553095419 4514813.319722122, 589266.6366854749 4514812.34371346, 589266.5673266858 4514811.366590354, 589266.3467100204 4514810.412175089, 589265.98021412 4514809.503736341, 589265.476774164 4514808.663421869, 589264.8486640343 4514807.911718559, 589264.1111970714 4514807.266952961, 589214.794336963 4514790.652684232, 589215.7783801843 4514785.247102229, 589215.9841193085 4514779.756534927, 589215.4073768124 4514774.292468136, 589214.059863439 4514768.965849573, 589211.9689404172 4514763.884836068, 589209.1770516025 4514759.1525673345, 589205.7408941101 4514754.865163489, 589201.7302390265 4514751.109680122, 589197.2265225931 4514747.962372192, 589192.3211926456 4514745.487145667, 589222.5898766223 4514665.035987888, 589240.2496869672 4514585.5899232505)))"
838,23,"MULTIPOLYGON (((586562.9088100296 4507578.474305925, 586561.776409394 4507575.4059759425, 586559.736207441 4507569.970417178, 586557.6649326402 4507563.877585373, 586556.7153898427 4507561.084427538, 586554.9865610283 4507555.997928928, 586554.9832611608 4507555.988815011, 586509.5387277404 4507422.277050698, 586510.2067838393 4507421.385409808, 586496.0764616608 4507378.982458317, 586398.4014858676 4507414.421142566, 586387.789026716 4507418.020005311, 586382.0447169722 4507419.922165651, 586376.3005499492 4507421.8232302135, 586358.7762478238 4507428.888961083, 586319.7909295782 4507443.358593913, 586235.9928950882 4507475.341585456, 586214.2727191978 4507483.631233625, 586157.2263592533 4507506.392098322, 586195.442403322 4507608.663614233, 586218.402641745 4507665.750273, 586224.8122182076 4507682.071055046, 586226.2082245846 4507685.625923074, 586230.915222194 4507695.389638782, 586235.6601612077 4507707.259089089, 586236.9637138317 4507710.519709033, 586243.5736350251 4507727.053147604, 586283.5702891583 4507711.132498482, 586290.0676967993 4507708.545654867, 586296.1408900867 4507706.127677977, 586304.571414626 4507702.771044116, 586313.7025796042 4507699.135515189, 586327.8347857042 4507694.515488816, 586385.200934961 4507676.959113132, 586451.5619812511 4507657.018557175, 586440.8897124757 4507628.994835398, 586439.2399628218 4507624.5965665765, 586444.2829034785 4507622.6208984535, 586452.8397646561 4507619.761625677, 586457.4846488283 4507617.9051465, 586462.1289172987 4507616.182796773, 586471.1422754079 4507612.740227775, 586562.9088100296 4507578.474305925)))"
1906,23,"MULTIPOLYGON (((585462.9851258984 4514386.632472121, 585424.0716280895 4514314.71109706, 585385.5678545615 4514243.410313366, 585357.566093181 4514191.226847005, 585348.4583307797 4514174.253819711, 585323.1854909705 4514127.50386577, 585310.6547919962 4514104.322624142, 585297.7010400775 4514080.984569818, 585273.1348355272 4514034.359688207, 585235.3876487081 4513964.794834869, 585205.2625103955 4513908.970891527, 585197.481897563 4513894.55296565, 585189.359498287 4513879.643142234, 585159.473557889 4513824.783415242, 584926.5073834547 4513950.693736324, 584915.820111387 4513956.469596173, 584945.9849603554 4514012.93875595, 584953.1325562896 4514026.318088063, 584953.5565137914 4514027.111743727, 584946.3012224571 4514032.292701013, 584931.1893015029 4514022.258868628, 584919.7456805463 4514030.356417354, 584914.4609910683 4514034.697529682, 584910.7364927772 4514037.756948466, 584905.9410557467 4514040.361632224, 584905.6288255347 4514040.297068177, 584899.6223460834 4514039.057900792, 584895.4781396675 4514032.148336917, 584886.1904447742 4514036.617328562, 584884.9869794531 4514034.140129005, 584871.0018808346 4514041.546895903, 584872.6431881934 4514044.205033445, 584864.5663054433 4514049.191656474, 584869.3499295528 4514058.3380139405, 584871.3820151701 4514062.225297571, 584809.4268028538 4514097.59223811, 584805.4771785393 4514090.102073277, 584803.9651859629 4514087.235519774, 584810.3693455213 4514083.9293551715, 584807.3815517932 4514077.135901411, 584706.2996319684 4514130.672390684, 584710.0021200356 4514137.660836568, 584717.4209679947 4514133.744474275, 584717.4775159048 4514133.862981015, 584721.1541448869 4514141.622099781, 584715.7356668392 4514144.49862744, 584715.6059389289 4514144.567118209, 584715.7834675258 4514144.872157518, 584718.0641221378 4514148.794208526, 584716.4039534112 4514149.720914604, 584711.2131899582 4514152.618079032, 584718.194073811 4514163.7149297735, 584721.9285078454 4514161.838023424, 584762.6021389812 4514140.302974165, 584901.4874612008 4514065.153650975, 584907.6168269282 4514075.217961567, 584910.8165010932 4514087.715556352, 584915.3642092492 4514099.117261993, 584921.0542859674 4514107.859771678, 584927.4220362507 4514115.719707304, 584935.3317662159 4514124.9316281285, 584942.3835744647 4514131.241245208, 584945.0147406061 4514134.831115642, 584949.3135370266 4514148.676932085, 585010.1132172021 4514265.634775695, 585013.9186163484 4514263.675670099, 585018.0876329719 4514268.841022518, 585022.9539147902 4514271.344857177, 585028.5235387498 4514270.740568387, 585039.9387130161 4514281.740059065, 585057.0052107312 4514324.298367864, 585051.3966945142 4514325.508058374, 585042.865942364 4514322.427540207, 585034.2349113729 4514320.850672696, 585031.4577945615 4514324.482377083, 585029.3378413446 4514330.5953587685, 585053.9713630709 4514378.2616953505, 585059.6720732567 4514388.249260292, 585108.3682047952 4514478.317452249, 585149.882741017 4514555.102644115, 585197.505927311 4514530.048728967, 585201.4617921604 4514527.967563001, 585208.5344470016 4514523.963205753, 585214.3477769553 4514520.745311768, 585302.3708474608 4514475.038699705, 585317.3748253853 4514466.623448902, 585338.7326438732 4514454.64425306, 585345.7928005964 4514450.961366018, 585361.953195539 4514442.531379453, 585462.9851258984 4514386.632472121)))"
1029,23,"MULTIPOLYGON (((588141.4480296645 4518198.143712173, 588103.2220962588 4518127.143107445, 588065.7221374378 4518057.094742259, 588027.6899058616 4517986.819247343, 588025.6286423628 4517983.016063711, 588018.9443186315 4517970.68293364, 588016.5659175105 4517966.2946476415, 587989.6770953538 4517916.683070718, 587951.676604609 4517846.336968887, 587950.0860171318 4517843.384413876, 587916.1355673175 4517780.362604383, 587914.0434708251 4517776.479038696, 587875.4795316336 4517700.281649035, 587872.3996861568 4517692.328298562, 587870.0328269681 4517684.134446686, 587868.3973767916 4517675.763871266, 587867.5060722922 4517667.281707362, 587867.3658472806 4517658.753995781, 587867.9777932153 4517650.2471132735, 587871.1601349668 4517600.8720353665, 587872.4334240684 4517579.637444046, 587873.2698436002 4517565.686199445, 587876.6122165946 4517509.940700496, 587873.7901140628 4517422.444054411, 587837.5469747125 4517351.325399441, 587799.6519674336 4517281.370507017, 587758.4268767786 4517204.570367021, 587636.8594492166 4517274.620919323, 587400.5350052144 4517401.9087715475, 587415.5418603449 4517429.837676791, 587439.6035575699 4517475.3082503015, 587456.4303216058 4517505.837808183, 587478.0877638931 4517545.607050364, 587514.963044775 4517615.688815797, 587553.5507109237 4517685.432686375, 587717.6629743578 4517598.177467414, 587727.533502742 4517638.33081675, 587737.6123777037 4517679.331914122, 587755.9321993066 4517715.562753462, 587775.6802838042 4517755.24413204, 587795.5172730123 4517791.802740919, 587854.787337025 4517901.034722491, 587892.5819304757 4517971.893328963, 587919.7890653263 4518040.824505638, 587950.1234981178 4518122.546405666, 587953.4694038072 4518131.3300153995, 587956.1064426843 4518140.351817437, 587958.0179225138 4518149.554704599, 587959.1917271651 4518158.880428433, 587959.6204427264 4518168.269951625, 587959.3013554591 4518177.663839338, 587958.4072139642 4518181.269580794, 587957.255172023 4518184.801387666, 587955.8512219157 4518188.240812739, 587954.2027041533 4518191.569943231, 587951.326577995 4518196.752559893, 587948.0448132508 4518201.68831079, 587944.3784398749 4518206.345477196, 587940.351026254 4518210.694204783, 587861.8314536437 4518257.376788791, 587899.9906394654 4518328.551031337, 587981.6521391943 4518284.477977654, 588016.7686313984 4518265.506278216, 588141.4480296645 4518198.143712173)))"
85,21,"MULTIPOLYGON (((588892.665304024 4514019.998891849, 588854.5380296315 4513948.703808944, 588834.8879964377 4513912.529824438, 588816.1007726605 4513877.944098899, 588775.6340703091 4513801.383781878, 588762.8190126226 4513808.299759973, 588575.3196374583 4513909.49053946, 588616.1607163462 4513985.909379081, 588654.2068149068 4514056.773529293, 588692.7080638696 4514127.619965942, 588758.8156573388 4514092.039454583, 588892.665304024 4514019.998891849)))"
1023,21,"MULTIPOLYGON (((589591.1719265729 4519153.290483958, 589554.4652104577 4519085.12621769, 589543.4022872008 4519064.290504753, 589517.3668048673 4519015.918725947, 589479.991986807 4518946.734242852, 589441.5968237489 4518875.673537647, 589435.9040305914 4518878.745854205, 589323.2007699267 4518939.566379062, 589302.4705357839 4518950.753390372, 589209.1682790761 4519001.104033675, 589200.3379382225 4519005.869144555, 589193.5054912437 4519009.553333747, 589113.4796597287 4519052.705084641, 589032.9085988429 4519096.1504559135, 588958.9878661421 4519136.009630739, 588977.4853343471 4519170.378268525, 588984.4642692782 4519183.3458202025, 588996.4821126402 4519205.676355368, 589014.3689170614 4519238.979809803, 589034.0246210801 4519275.577471983, 589071.5977536616 4519345.076109146, 589080.9319786883 4519362.378215057, 589083.7140056598 4519367.534957495, 589109.1359186005 4519414.657367508, 589320.415514185 4519300.963155421, 589332.3079217158 4519294.563611356, 589343.5390661522 4519288.51982108, 589350.6018203472 4519284.719301635, 589359.0693221274 4519280.123064551, 589424.5024070451 4519244.607863211, 589438.4919230512 4519237.014662381, 589443.214371757 4519234.451462589, 589465.1429455878 4519222.549265381, 589500.3583574016 4519203.435352197, 589510.96361421 4519197.679084083, 589558.6291501366 4519171.807583017, 589586.6624037044 4519156.59191985, 589591.1719265729 4519153.290483958)))"
942,21,"MULTIPOLYGON (((587854.787337025 4517901.034722491, 587795.5172730123 4517791.802740919, 587775.6802838042 4517755.24413204, 587755.9321993066 4517715.562753462, 587737.6123777037 4517679.331914122, 587727.533502742 4517638.33081675, 587717.6629743578 4517598.177467414, 587553.5507109237 4517685.432686375, 587591.4577153309 4517755.419521773, 587611.4613556552 4517792.908171897, 587632.3057068365 4517831.9725210415, 587677.8179642649 4517916.408079118, 587710.5519755846 4517977.137110249, 587854.787337025 4517901.034722491)))"
121,20,"MULTIPOLYGON (((587093.5897185728 4516831.514102295, 587055.673880347 4516762.5029413905, 587042.5538287816 4516737.933475867, 587036.1728384454 4516725.983849593, 587019.5070527568 4516694.774452997, 586979.9120656503 4516621.61320387, 586941.9521062475 4516551.473760823, 586830.0964984215 4516612.154445151, 586822.06055043 4516616.437726449, 586813.2830514805 4516621.047502525, 586700.6998828787 4516681.879899913, 586582.2659224658 4516745.71372672, 586541.5165321545 4516766.938624187, 586461.8039296396 4516807.036349045, 586448.22371449 4516814.2472981205, 586434.0066895732 4516821.632288298, 586425.8506459686 4516826.067709473, 586417.3320833708 4516830.578470065, 586396.4553315376 4516841.30150449, 586352.6767439679 4516865.788623016, 586348.978961918 4516867.875956012, 586358.4062775476 4516885.974546913, 586395.9142051464 4516959.359982193, 586399.9533864046 4516966.509982334, 586399.0652199127 4516972.425048059, 586401.463476828 4516978.064814399, 586419.5342441952 4517008.038821265, 586442.2942554147 4517053.224687933, 586457.2426368456 4517081.897362787, 586467.3268225787 4517102.01063436, 586477.6370445773 4517123.071208644, 586491.956449916 4517151.579774959, 586499.4695877534 4517147.735824594, 586515.3012366751 4517139.635894773, 586520.8876840785 4517136.394341851, 586527.4855241443 4517132.802980434, 586607.9156597984 4517091.634569198, 586671.1755949308 4517058.190677806, 586724.6810952493 4517031.217293486, 586739.5757715559 4517023.175244112, 586852.129849053 4516962.403704434, 586964.5995233293 4516902.375695043, 586972.7004550025 4516897.24827353, 586981.6264147351 4516892.087594719, 587093.5897185728 4516831.514102295)))"
